"Name","Team","G","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","SB","CS","AVG","OBP","SLG","OPS","wOBA","ADP","playerid"
"Dylan Carlson","Cardinals","133","545","488","121","27","4","18","67","65","47","132","9","4",".247",".317",".428",".745",".320","999.0","20126"
"Brett Gardner","","97","380","329","77","14","4","12","50","39","44","79","7","2",".236",".330",".405",".735",".319","590.2","9927"
"Ryan McBroom","Royals","43","156","142","36","7","0","6","18","19","11","46","0","0",".252",".313",".427",".741",".319","597.6","16524"
"Avisail Garcia","Brewers","127","539","490","127","23","2","18","63","63","38","129","5","3",".259",".322",".424",".746",".319","330.9","5760"
"Jake Bauers","Indians","84","351","305","72","17","1","11","41","40","39","88","6","3",".236",".326",".404",".729",".318","577.5","15194"
"Nick Senzel","Reds","108","445","403","101","25","2","13","57","49","35","103","13","5",".250",".313",".423",".737",".317","290.4","19293"
"Khris Davis","Athletics","110","443","391","89","15","0","22","52","61","41","123","0","0",".226",".308",".433",".741",".317","503.4","9112"
"Josh VanMeter","Diamondbacks","47","183","164","40","9","1","5","23","20","17","43","4","1",".244",".320",".410",".729",".317","600.3","15170"
"Ian Desmond","Rockies","97","394","359","90","17","3","13","51","48","29","98","5","3",".251",".312",".425",".736",".317","557.2","6885"
"Jay Bruce","","71","280","255","58","12","1","15","33","41","22","67","1","1",".228",".291",".457",".747",".316","599.5","9892"
"Lorenzo Cain","Brewers","127","552","494","133","24","2","11","70","48","50","91","12","5",".270",".343",".389",".732",".316","259.0","9077"
"Harrison Bader","Cardinals","132","468","407","94","19","3","16","63","49","45","140","13","4",".230",".322",".406",".728",".316","505.5","18030"
"Trevor Larnach","","30","125","114","29","6","1","4","15","14","10","32","1","0",".255",".319",".413",".732",".316","585.0","sa3008376"
"Jon Berti","Marlins","108","446","387","97","17","2","8","58","39","47","106","26","5",".249",".341",".366",".707",".315","270.6","12037"
"Billy McKinney","Brewers","58","214","193","46","10","1","8","26","25","18","48","1","1",".236",".305",".430",".735",".315","999.0","15654"
"Adam Frazier","Pirates","123","508","460","121","24","3","11","60","49","37","73","4","3",".262",".325",".402",".727",".315","485.5","15223"
"Mike Tauchman","Yankees","62","231","203","49","10","1","6","31","26","24","53","8","2",".244",".328",".393",".721",".315","578.1","15274"
"Willie Calhoun","Rangers","126","515","469","116","23","2","20","57","66","35","81","1","1",".248",".304",".434",".738",".315","363.0","17838"
"Jackie Bradley Jr.","","138","558","490","116","23","2","19","71","61","54","141","11","4",".236",".322",".407",".729",".315","379.4","12984"
"Austin Hays","Orioles","119","496","460","119","21","2","18","64","55","27","103","8","4",".259",".306",".429",".734",".315","228.2","19363"
"Steven Souza Jr.","","40","157","137","31","6","1","6","20","19","18","53","4","1",".224",".324",".409",".733",".314","999.0","5667"
"Jake Cave","Twins","93","344","313","77","15","3","11","44","41","23","109","2","1",".245",".307",".422",".729",".314","591.5","14477"
"Franchy Cordero","Royals","95","353","316","76","16","3","13","44","44","28","90","7","2",".241",".304",".432",".736",".314","406.2","14567"
"Derek Dietrich","","66","241","213","49","10","1","10","31","30","20","66","2","1",".230",".318",".419",".737",".314","999.0","10542"
"LaMonte Wade Jr.","Twins","30","114","98","24","4","1","2","14","10","14","21","2","1",".241",".342",".359",".701",".314","999.0","18126"
"Sam Hilliard","Rockies","103","407","372","87","16","4","17","51","47","32","136","10","3",".233",".297",".437",".733",".313","401.8","17954"
"Tim Locastro","Diamondbacks","86","319","284","72","16","3","5","44","29","22","61","14","3",".253",".327",".384",".711",".313","568.8","15124"
"Mauricio Dubon","Giants","128","506","467","124","23","2","14","58","52","31","93","11","5",".266",".314",".411",".726",".313","275.1","16530"
"Jaylin Davis","Giants","17","67","61","14","3","0","3","8","8","5","21","1","0",".234",".306",".418",".725",".313","999.0","19552"
"Yoenis Cespedes","","40","168","152","36","7","1","8","21","24","13","50","1","0",".234",".300",".450",".749",".313","600.5","13110"
"Chad Pinder","Athletics","106","373","339","82","17","1","13","44","44","26","90","1","1",".243",".306",".418",".724",".312","509.9","15191"
"Yusniel Diaz","Orioles","77","318","286","71","13","2","9","36","35","28","72","4","3",".247",".317",".403",".720",".312","999.0","sa912848"
"Jose Martinez","Mets","30","111","100","25","5","0","3","13","13","10","26","0","0",".253",".323",".400",".723",".312","999.0","7996"
"Matt Beaty","Dodgers","45","170","157","40","9","1","5","21","21","11","31","1","1",".254",".311",".410",".721",".312","999.0","17710"
"Victor Robles","Nationals","143","584","522","131","26","3","15","72","59","35","142","20","7",".250",".317",".401",".718",".311","168.6","18363"
"Kevin Pillar","","117","483","452","119","26","2","14","61","56","21","81","10","4",".263",".303",".423",".726",".311","381.9","12434"
"Garrett Hampson","Rockies","83","329","299","76","13","4","8","42","29","24","87","13","3",".255",".312",".405",".717",".310","268.2","19262"
"Daniel Johnson Jr.","Indians","101","388","356","88","19","3","12","45","42","26","102","6","3",".248",".306",".413",".720",".310","594.2","19643"
"Stephen Piscotty","Athletics","128","522","473","115","24","1","19","60","66","37","127","6","1",".244",".306",".418",".724",".310","472.8","13367"
"Enrique Hernandez","Red Sox","100","368","332","79","16","2","14","46","47","29","76","2","1",".238",".303",".424",".727",".310","442.6","10472"
"Josh Reddick","","114","457","412","106","18","2","11","52","49","39","76","3","1",".256",".320",".394",".713",".310","592.5","3892"
"Harold Ramirez","Marlins","29","118","110","29","6","0","3","14","13","6","24","1","0",".264",".311",".404",".715",".309","999.0","14387"
"Jarren Duran","","28","116","107","29","6","1","2","14","11","7","28","6","1",".268",".318",".396",".713",".309","999.0","sa3006786"
"JaCoby Jones","Tigers","130","512","463","109","25","3","17","62","54","36","153","8","4",".235",".301",".414",".716",".308","446.7","14818"
"Ben Gamel","","65","235","209","51","11","2","4","27","21","24","64","2","1",".244",".325",".378",".704",".308","999.0","12160"
"Josh Rojas","Diamondbacks","51","218","194","48","11","2","4","28","21","20","45","6","3",".248",".320",".386",".707",".308","596.3","19734"
"Brandon Marsh","Angels","23","97","86","21","4","1","2","11","10","10","26","3","1",".245",".325",".371",".696",".308","548.4","sa917944"
"Adam Haseley","Phillies","109","403","360","93","18","2","8","45","44","29","83","3","2",".258",".321",".383",".704",".308","595.2","19878"
"Andrew Stevenson","Nationals","72","263","238","61","12","2","5","32","28","19","69","7","2",".258",".318",".386",".705",".307","519.7","17932"
"Leody Taveras","Rangers","131","555","501","124","23","5","14","71","48","47","142","24","6",".247",".313",".392",".705",".307","210.0","18900"
"Manuel Margot","Rays","117","444","404","102","20","3","10","55","44","34","81","23","7",".252",".312",".393",".706",".306","274.2","14712"
"Nick Markakis","","81","336","302","79","19","1","5","38","36","29","53","1","1",".263",".330",".385",".715",".306","999.0","5930"
"Justin Williams","Cardinals","16","56","51","13","2","0","2","6","7","4","16","0","0",".245",".309",".396",".704",".306","999.0","15490"
"Christin Stewart","Tigers","47","183","162","37","7","1","6","19","22","16","48","0","0",".229",".307",".399",".706",".306","599.1","17714"
"Mark Payton","Reds","29","108","97","23","5","1","3","13","12","9","25","3","0",".238",".308",".396",".704",".306","999.0","16042"
"Victor Reyes","Tigers","134","537","506","139","23","5","9","67","47","26","110","19","6",".274",".312",".395",".706",".306","203.8","15487"
"Luis Gonzalez","White Sox","27","48","42","10","2","0","1","5","5","4","13","0","0",".236",".317",".377",".693",".306","999.0","20332"
"David Dahl","Rangers","100","416","382","93","19","4","13","50","48","27","115","5","3",".243",".297",".417",".713",".305","318.0","13744"
"Jace Peterson","","24","76","66","15","3","1","2","8","7","9","19","2","1",".235",".327",".384",".711",".305","999.0","12325"
"Chas McCormick","Astros","72","306","271","65","11","2","7","35","31","30","54","7","2",".240",".319",".377",".697",".305","999.0","sa3004174"
"Derek Fisher","Blue Jays","42","154","135","30","6","1","6","20","18","16","51","2","1",".222",".307",".410",".717",".305","999.0","16192"
"Tyler O'Neill","Cardinals","89","328","297","66","13","1","15","42","43","26","100","5","1",".222",".290",".422",".713",".305","490.0","15711"
"Marwin Gonzalez","","105","423","380","93","17","1","13","45","49","34","91","1","1",".245",".313",".396",".709",".305","487.3","5497"
